PERIOD,cl_id,MCC,channel_type,currency,TRDATETIME,amount,trx_category,target_flag,target_sum,trx_category_mul,is_weekend,mday,wday,year,ymonth,mcc_group,amount_log,channel_type_type0,channel_type_type1,channel_type_type2,channel_type_type3,channel_type_type4,channel_type_type5,trx_category_BACK_TRX,trx_category_C2C_IN,trx_category_C2C_OUT,trx_category_CASH_ADV,trx_category_CAT,trx_category_DEPOSIT,trx_category_POS,trx_category_WD_ATM_OTHER,trx_category_WD_ATM_PARTNER,trx_category_WD_ATM_ROS
01/02/2017,6965,6011,type1,810,2017-02-15 00:00:00,90000.0,WD_ATM_PARTNER,1,191492.09,-1,False,15,2,2017,2,11.0,4.954242509439325,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
01/01/2017,1348,4829,type2,810,2017-01-26 09:52:18,3250.0,C2C_OUT,1,5896.28,-1,False,26,3,2017,1,11.0,3.5118833609788744,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
01/07/2017,315,5411,type2,810,2017-07-27 00:00:00,400.0,POS,1,75178.04,-1,False,27,3,2017,7,17.0,2.6020599913279625,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
01/03/2017,9403,5814,type1,810,2017-03-26 00:00:00,366.0,POS,0,0.0,-1,False,26,-1,2017,3,15.0,2.5634810853944106,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/09/2017,438,5812,type2,810,2017-09-06 00:00:00,235.0,POS,1,104847.43,-1,False,6,2,2017,9,15.0,2.3710678622717363,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
01/11/2016,8666,4111,type1,810,2016-11-05 00:00:00,365.0,POS,1,161754.44,-1,True,5,5,2016,11,18.0,2.5622928644564746,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/07/2017,7345,5699,type1,810,2017-07-13 00:00:00,399.0,BACK_TRX,0,0.0,1,False,13,3,2017,7,8.0,2.6009728956867484,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
01/08/2017,6351,5814,type1,810,2017-08-11 00:00:00,245.0,POS,0,0.0,-1,True,11,4,2017,8,15.0,2.3891660843645326,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/08/2017,5654,5261,type1,810,2017-08-05 00:00:00,996.0,BACK_TRX,0,0.0,1,True,5,5,2017,8,17.0,2.998259338423699,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
01/06/2017,8095,5411,type1,810,2017-06-26 00:00:00,124.99,POS,1,17007.21,-1,False,26,0,2017,6,17.0,2.0968752680596876,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/03/2017,2196,5311,type2,810,2017-03-26 00:00:00,1150.0,POS,1,46065782.38,-1,False,26,-1,2017,3,17.0,3.060697840353612,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
01/12/2016,5082,6011,type1,810,2016-12-23 13:44:53,35000.0,DEPOSIT,0,0.0,1,True,23,4,2016,12,11.0,4.544068044350276,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
01/08/2017,1887,5812,type2,810,2017-08-16 00:00:00,370.0,POS,1,110505.64,-1,False,16,2,2017,8,15.0,2.568201724066995,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
01/05/2017,462,6011,type2,810,2017-05-18 00:00:00,200.0,WD_ATM_OTHER,1,76698.77,-1,False,18,3,2017,5,11.0,2.3010299956639813,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
01/06/2017,1814,5441,type2,810,2017-06-30 00:00:00,90.0,POS,1,325758.58,-1,True,30,4,2017,6,17.0,1.9542425094393248,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
01/01/2017,4875,5999,type1,810,2017-01-03 00:00:00,2752.0,POS,1,66281.0,-1,False,3,1,2017,1,15.0,3.4396484295634737,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/12/2016,8098,4112,type1,810,2016-12-07 00:00:00,4788.0,POS,0,0.0,-1,False,7,2,2016,12,18.0,3.680154141734373,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/03/2017,3438,5921,type1,810,2017-03-31 00:00:00,371.2,POS,1,181991.43,-1,True,31,4,2017,3,15.0,2.5696079675468244,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/12/2016,2997,5814,type2,810,2016-12-14 00:00:00,88.8,POS,1,173.0,-1,False,14,2,2016,12,15.0,1.948412965778601,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
01/01/2017,9977,6012,type1,810,2017-01-25 00:00:00,228.37,C2C_IN,0,0.0,1,False,25,2,2017,1,11.0,2.3586390518934643,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
01/08/2017,359,5411,type2,810,2017-08-08 00:00:00,177.0,POS,1,16005.08,-1,False,8,1,2017,8,17.0,2.2479732663618064,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
01/08/2017,1653,6011,type2,810,2017-08-04 15:45:17,300.0,WD_ATM_ROS,1,191115.87,-1,True,4,4,2017,8,11.0,2.4771212547196626,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
01/02/2017,1877,6011,type2,810,2017-02-09 08:49:12,15000.0,DEPOSIT,1,133210.29,1,False,9,3,2017,2,11.0,4.176091259055681,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
01/06/2017,3217,6011,type2,810,2017-06-28 13:12:44,500.0,DEPOSIT,1,45087.27,1,False,28,2,2017,6,11.0,2.6989700043360187,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
01/07/2017,2083,5411,type2,810,2017-07-29 00:00:00,1719.2,POS,1,246408.68,-1,True,29,5,2017,7,17.0,3.2353264024833868,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
01/03/2018,1479,5499,type2,810,2018-03-11 00:00:00,111.38,POS,1,107115.8,-1,False,11,-1,2018,3,17.0,2.0468072135537403,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
01/11/2017,35,5812,type0,810,2017-11-26 00:00:00,1515.0,POS,1,326211.75,-1,False,26,-1,2017,11,15.0,3.180412632838324,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/08/2017,126,5977,type5,810,2017-08-07 00:00:00,5690.0,POS,0,0.0,-1,False,7,0,2017,8,15.0,3.7551122663950713,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
01/02/2017,2899,5661,type2,810,2017-02-15 00:00:00,1199.0,POS,1,169910.62,-1,False,15,2,2017,2,8.0,3.0788191830988487,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
01/08/2017,5982,5814,type1,810,2017-08-14 00:00:00,131.0,POS,0,0.0,-1,False,14,0,2017,8,15.0,2.1172712956557644,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/06/2017,4388,5999,type1,810,2017-06-13 00:00:00,650.0,POS,1,147490.42,-1,False,13,1,2017,6,15.0,2.8129133566428557,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/07/2017,5421,6011,type1,191,2017-07-23 00:00:00,2200.0,WD_ATM_OTHER,1,20256.0,-1,False,23,-1,2017,7,11.0,3.342422680822206,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
01/08/2017,1832,7299,type2,810,2017-08-05 00:00:00,108.0,POS,1,47690.84,-1,True,5,5,2017,8,7.0,2.03342375548695,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
01/01/2017,6848,5814,type1,810,2017-01-16 00:00:00,322.0,POS,1,43159.36,-1,False,16,0,2017,1,15.0,2.507855871695831,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/09/2017,1673,5411,type2,810,2017-09-28 00:00:00,736.0,POS,1,2061.0,-1,False,28,3,2017,9,17.0,2.866877814337499,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
01/06/2017,10038,5411,type1,810,2017-06-02 00:00:00,1798.0,POS,0,0.0,-1,True,2,4,2017,6,17.0,3.25478968739721,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/05/2017,1316,7523,type2,810,2017-05-08 00:00:00,200.0,POS,1,192119.04,-1,False,8,0,2017,5,3.0,2.3010299956639813,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
01/08/2017,3502,5411,type1,810,2017-08-24 00:00:00,301.22,POS,0,0.0,-1,False,24,3,2017,8,17.0,2.4788838041862813,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/12/2016,9643,5812,type1,810,2016-12-17 00:00:00,1040.0,POS,0,0.0,-1,True,17,5,2016,12,15.0,3.0170333392987803,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/12/2016,9493,5812,type1,810,2016-12-18 00:00:00,266.0,POS,1,243211.31,-1,False,18,-1,2016,12,15.0,2.424881636631067,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/06/2017,4702,5541,type1,810,2017-06-16 00:00:00,608.0,POS,1,310264.6,-1,True,16,4,2017,6,1.0,2.783903579272735,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/02/2017,5844,4111,type1,810,2017-02-09 00:00:00,61.5,POS,0,0.0,-1,False,9,3,2017,2,18.0,1.7888751157754168,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/01/2017,5532,5999,type1,810,2017-01-14 17:11:15,500.0,POS,1,1609432.59,-1,True,14,5,2017,1,15.0,2.6989700043360187,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/05/2017,3167,5735,type2,810,2017-05-01 00:00:00,59.0,POS,1,124205.0,-1,False,1,0,2017,5,15.0,1.7708520116421442,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
01/12/2016,10150,5712,type1,810,2016-12-27 00:00:00,1161.0,POS,1,46109.52,-1,False,27,1,2016,12,15.0,3.064832219738574,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/01/2017,3958,6012,type1,810,2017-01-08 00:00:00,15000.0,C2C_OUT,1,70111.98,-1,False,8,-1,2017,1,11.0,4.176091259055681,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
01/04/2017,8053,5411,type1,810,2017-04-10 00:00:00,502.39,POS,1,53270.87,-1,False,10,0,2017,4,17.0,2.7010409862465727,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/12/2017,1592,4111,type2,826,2017-12-07 00:00:00,3.1,POS,1,266823.02,-1,False,7,3,2017,12,18.0,0.4913616938342727,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
01/06/2017,1434,5411,type2,810,2017-06-08 00:00:00,2648.5,POS,1,3214.5,-1,False,8,3,2017,6,17.0,3.4229999772716164,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
01/01/2017,3172,5912,type2,810,2017-01-19 00:00:00,101.8,POS,0,0.0,-1,False,19,3,2017,1,15.0,2.00774777800074,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
01/09/2017,1006,5812,type2,810,2017-09-05 00:00:00,2160.0,POS,1,543647.18,-1,False,5,1,2017,9,15.0,3.3344537511509307,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
01/09/2017,9279,5943,type1,810,2017-09-16 00:00:00,361.62,POS,0,0.0,-1,True,16,5,2017,9,15.0,2.5582524418515553,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/04/2017,2812,5499,type2,810,2017-04-06 00:00:00,481.62,POS,0,0.0,-1,False,6,3,2017,4,17.0,2.6827045133604166,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
01/05/2017,7451,4111,type1,810,2017-05-20 00:00:00,300.0,POS,1,136165.02,-1,True,20,5,2017,5,18.0,2.4771212547196626,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/05/2017,8053,5912,type1,810,2017-05-15 00:00:00,1301.1,POS,1,53270.87,-1,False,15,0,2017,5,15.0,3.114310676868424,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/04/2017,4691,5499,type1,810,2017-04-12 00:00:00,625.0,POS,1,24027.9,-1,False,12,2,2017,4,17.0,2.7958800173440754,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/07/2017,7059,6011,type1,810,2017-07-26 10:22:21,40000.0,WD_ATM_ROS,0,0.0,-1,False,26,2,2017,7,11.0,4.6020599913279625,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
01/11/2016,267,5411,type4,810,2016-11-27 00:00:00,2185.91,POS,1,208755.31,-1,False,27,-1,2016,11,17.0,3.33963227686894,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
01/05/2017,3292,4121,type2,810,2017-05-12 00:00:00,216.0,POS,1,38968.58,-1,True,12,4,2017,5,18.0,2.3344537511509307,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
01/03/2017,4441,5999,type1,810,2017-03-26 20:27:26,205.0,POS,1,155696.57,-1,False,26,-1,2017,3,15.0,2.311753861055754,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/06/2017,513,5691,type2,810,2017-06-22 00:00:00,7558.0,POS,0,0.0,-1,False,22,3,2017,6,8.0,3.878406887580996,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
01/04/2017,1035,5812,type2,810,2017-04-18 00:00:00,110.0,POS,1,9706.8,-1,False,18,1,2017,4,15.0,2.041392685158225,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
01/03/2017,6179,6011,type1,810,2017-03-13 00:00:00,100000.0,WD_ATM_PARTNER,0,0.0,-1,False,13,0,2017,3,11.0,5.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
01/03/2017,1831,5411,type2,810,2017-03-31 00:00:00,4750.0,POS,1,305891.28,-1,True,31,4,2017,3,17.0,3.6766936096248664,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
01/09/2017,2357,5812,type2,810,2017-09-25 00:00:00,150.0,POS,1,52543.19,-1,False,25,0,2017,9,15.0,2.1760912590556813,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
01/05/2017,7921,5411,type1,810,2017-05-08 00:00:00,737.0,POS,0,0.0,-1,False,8,0,2017,5,17.0,2.8674674878590514,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/12/2016,7415,5411,type1,810,2016-12-27 00:00:00,68.0,POS,1,33.0,-1,False,27,1,2016,12,17.0,1.8325089127062364,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/05/2017,1407,5411,type2,810,2017-05-27 00:00:00,359.0,POS,1,250.0,-1,True,27,5,2017,5,17.0,2.5550944485783194,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
01/06/2017,2231,5814,type2,810,2017-06-04 00:00:00,285.0,POS,1,74820.57,-1,False,4,-1,2017,6,15.0,2.45484486000851,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
01/10/2017,635,6012,type2,810,2017-10-05 00:00:00,2327.85,C2C_OUT,0,0.0,-1,False,5,3,2017,10,11.0,3.3669549921844264,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
01/03/2017,3676,6010,type1,810,2017-03-14 10:38:40,15000.0,DEPOSIT,0,0.0,1,False,14,1,2017,3,11.0,4.176091259055681,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
01/08/2017,700,5411,type2,810,2017-08-19 00:00:00,199.0,POS,1,243817.57,-1,True,19,5,2017,8,17.0,2.298853076409707,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
01/11/2016,3226,5411,type2,810,2016-11-16 00:00:00,692.1,POS,1,193963.29,-1,False,16,2,2016,11,17.0,2.8401688492407557,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
01/01/2017,6194,5300,type1,810,2017-01-13 00:00:00,2881.0,POS,0,0.0,-1,True,13,4,2017,1,17.0,3.459543258280413,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/07/2017,1890,5411,type2,810,2017-07-05 00:00:00,587.2,POS,1,78295.82,-1,False,5,2,2017,7,17.0,2.7687860469080143,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
01/04/2017,6425,5411,type1,810,2017-04-13 00:00:00,404.92,POS,1,127215.4,-1,False,13,3,2017,4,17.0,2.607369228176479,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/12/2016,5295,5261,type1,810,2016-12-10 00:00:00,4095.0,POS,0,0.0,-1,True,10,5,2016,12,17.0,3.6122539060964374,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/03/2017,2498,5533,type2,810,2017-03-31 00:00:00,494.0,POS,1,229959.71,-1,True,31,4,2017,3,1.0,2.693726948923647,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
01/01/2017,7648,6011,type1,810,2017-01-09 16:01:43,28000.0,WD_ATM_ROS,0,0.0,-1,False,9,0,2017,1,11.0,4.447158031342219,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
01/12/2016,8229,5912,type1,810,2016-12-31 00:00:00,202.0,POS,1,3025.01,-1,True,31,5,2016,12,15.0,2.305351369446624,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/07/2017,2062,5814,type2,810,2017-07-14 00:00:00,360.0,POS,1,220500.27,-1,True,14,4,2017,7,15.0,2.5563025007672873,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
01/01/2017,7230,5691,type1,810,2017-01-14 00:00:00,1597.0,POS,0,0.0,-1,True,14,5,2017,1,8.0,3.203304916138483,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/06/2017,6227,5999,type1,810,2017-06-06 00:00:00,2750.0,POS,0,0.0,-1,False,6,1,2017,6,15.0,3.439332693830263,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/05/2017,2261,5411,type2,810,2017-05-28 00:00:00,451.77,POS,1,9328.85,-1,False,28,-1,2017,5,17.0,2.6549173880118775,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
01/09/2017,2598,6011,type2,810,2017-09-23 14:42:09,15000.0,WD_ATM_ROS,1,118198.93,-1,True,23,5,2017,9,11.0,4.176091259055681,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
01/04/2017,4403,6011,type1,810,2017-04-08 00:00:00,4700.0,WD_ATM_OTHER,1,181040.62,-1,True,8,5,2017,4,11.0,3.6720978579357175,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
01/07/2017,9330,5411,type1,810,2017-07-20 00:00:00,237.48,POS,1,30.0,-1,False,20,3,2017,7,17.0,2.375627040254021,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/05/2017,4486,5921,type1,810,2017-05-12 00:00:00,1145.0,POS,1,112407.45,-1,True,12,4,2017,5,15.0,3.0588054866759067,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/08/2017,357,5541,type2,810,2017-08-06 00:00:00,309.0,POS,1,152827.15,-1,False,6,-1,2017,8,1.0,2.4899584794248346,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
01/12/2016,4249,5541,type1,810,2016-12-23 00:00:00,99.0,POS,0,0.0,-1,True,23,4,2016,12,1.0,1.99563519459755,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/04/2017,74,5541,type5,810,2017-04-14 00:00:00,1616.0,POS,1,108217.55,-1,True,14,4,2017,4,1.0,3.208441356438567,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
01/07/2017,614,6011,type2,810,2017-07-17 00:00:00,3000.0,WD_ATM_OTHER,1,31762.59,-1,False,17,0,2017,7,11.0,3.4771212547196626,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
01/07/2017,6899,5411,type1,810,2017-07-02 00:00:00,881.96,POS,1,590.68,-1,False,2,-1,2017,7,17.0,2.9454488887903163,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/06/2017,10096,5691,type1,810,2017-06-10 00:00:00,499.0,POS,0,0.0,-1,True,10,5,2017,6,8.0,2.6981005456233897,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/07/2017,7345,5912,type1,810,2017-07-05 00:00:00,103.0,POS,0,0.0,-1,False,5,2,2017,7,15.0,2.012837224705172,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/07/2017,1814,9399,type2,810,2017-07-27 00:00:00,280.0,POS,1,325758.58,-1,False,27,3,2017,7,4.0,2.4471580313422194,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
01/02/2017,9932,5300,type1,810,2017-02-08 00:00:00,9000.0,POS,0,0.0,-1,False,8,2,2017,2,17.0,3.9542425094393248,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/08/2017,9203,5722,type1,810,2017-08-12 00:00:00,9500.0,POS,0,0.0,-1,True,12,5,2017,8,15.0,3.9777236052888476,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/12/2017,1362,6011,type2,810,2017-12-22 13:22:36,10000.0,WD_ATM_ROS,1,175374.39,-1,True,22,4,2017,12,11.0,4.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
01/04/2017,3224,5411,type2,810,2017-04-09 00:00:00,1210.0,POS,0,0.0,-1,False,9,-1,2017,4,17.0,3.0827853703164503,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
01/05/2017,2063,6012,type2,810,2017-05-30 00:00:00,300.0,C2C_IN,1,61488.6,1,False,30,1,2017,5,11.0,2.4771212547196626,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
01/01/2017,6848,5999,type1,810,2017-01-28 00:00:00,500.0,POS,1,43159.36,-1,True,28,5,2017,1,15.0,2.6989700043360187,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/10/2017,5554,4784,type1,810,2017-10-05 00:00:00,1400.0,POS,1,19628.19,-1,False,5,3,2017,10,18.0,3.146128035678238,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/03/2017,4014,5411,type1,810,2017-03-13 00:00:00,387.0,POS,1,91697.35,-1,False,13,0,2017,3,17.0,2.5877109650189114,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/07/2017,542,5411,type2,810,2017-07-14 00:00:00,560.69,POS,1,332664.97,-1,True,14,4,2017,7,17.0,2.7487228104527883,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
01/08/2017,6153,5921,type1,810,2017-08-09 00:00:00,148.67,POS,1,183550.91,-1,False,9,2,2017,8,15.0,2.172223341427753,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/12/2016,8613,6011,type1,810,2016-12-15 00:00:00,100000.0,WD_ATM_PARTNER,1,1121042.01,-1,False,15,3,2016,12,11.0,5.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
01/02/2017,3103,5411,type2,810,2017-02-20 00:00:00,450.0,POS,1,8513.2,-1,False,20,0,2017,2,17.0,2.6532125137753435,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
01/03/2017,4518,7996,type1,810,2017-03-10 00:00:00,250.0,POS,1,300567.04,-1,True,10,4,2017,3,14.0,2.3979400086720375,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/06/2017,956,5814,type2,810,2017-06-08 00:00:00,577.0,POS,1,101182.78,-1,False,8,3,2017,6,15.0,2.7611758131557314,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
01/04/2017,7047,5411,type1,810,2017-04-26 00:00:00,344.0,POS,0,0.0,-1,False,26,2,2017,4,17.0,2.53655844257153,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/04/2017,3816,5814,type1,810,2017-04-17 00:00:00,100.0,POS,1,100999.75,-1,False,17,0,2017,4,15.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/08/2017,9636,5999,type1,810,2017-08-10 00:00:00,200.0,POS,1,19635.3,-1,False,10,3,2017,8,15.0,2.3010299956639813,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/12/2016,8658,5921,type1,810,2016-12-31 00:00:00,47.0,POS,0,0.0,-1,True,31,5,2016,12,15.0,1.6720978579357175,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/09/2017,2865,5999,type2,810,2017-09-29 00:00:00,50.0,POS,1,227291.53,-1,True,29,4,2017,9,15.0,1.6989700043360187,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
01/05/2017,5429,4784,type1,810,2017-05-21 00:00:00,60.0,POS,1,212773.79,-1,False,21,-1,2017,5,18.0,1.7781512503836436,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/03/2017,9608,5661,type1,810,2017-03-12 00:00:00,20.0,POS,0,0.0,-1,False,12,-1,2017,3,8.0,1.3010299956639813,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/05/2017,500,5812,type2,810,2017-05-04 00:00:00,339.0,POS,1,244604.86,-1,False,4,3,2017,5,15.0,2.530199698203082,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
01/07/2017,1253,5541,type2,810,2017-07-31 00:00:00,1681.28,POS,1,300324.5,-1,False,31,0,2017,7,1.0,3.2256400467699575,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
01/04/2017,939,5812,type2,810,2017-04-04 00:00:00,299.0,POS,1,213945.94,-1,False,4,1,2017,4,15.0,2.4756711883244296,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
01/07/2017,3539,5411,type1,810,2017-07-02 00:00:00,29.0,POS,0,0.0,-1,False,2,-1,2017,7,17.0,1.462397997898956,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/09/2017,4990,5816,type1,810,2017-09-20 00:00:00,100.0,POS,1,17163.41,-1,False,20,2,2017,9,15.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/06/2017,206,6012,type4,810,2017-06-03 13:48:24,20000.0,C2C_IN,0,0.0,1,True,3,5,2017,6,11.0,4.301029995663981,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
01/01/2017,2913,5541,type2,810,2017-01-03 00:00:00,561.63,POS,1,133902.41,-1,False,3,1,2017,1,1.0,2.7494502979936812,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
01/08/2017,9838,5712,type1,810,2017-08-31 00:00:00,11280.0,POS,0,0.0,-1,False,31,3,2017,8,15.0,4.052309099647323,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/12/2016,3108,5411,type2,810,2016-12-23 00:00:00,701.4,POS,0,0.0,-1,True,23,4,2016,12,17.0,2.8459657615454836,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
01/07/2017,3657,5912,type1,810,2017-07-07 00:00:00,219.3,POS,1,1610.0,-1,True,7,4,2017,7,15.0,2.341038631677523,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/04/2017,5029,7298,type1,810,2017-04-06 00:00:00,3720.0,POS,1,313984.0,-1,False,6,3,2017,4,7.0,3.5705429398818973,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/01/2017,7112,5499,type1,810,2017-01-17 00:00:00,641.6,POS,1,19037.45,-1,False,17,1,2017,1,17.0,2.807264355276107,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/05/2017,6159,5411,type1,810,2017-05-06 00:00:00,659.0,POS,0,0.0,-1,True,6,5,2017,5,17.0,2.8188854145940097,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/08/2017,5279,6011,type1,810,2017-08-28 13:19:53,9900.0,WD_ATM_ROS,1,141431.21,-1,False,28,0,2017,8,11.0,3.9956351945975497,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
